ImageId,Label
25001,2
25002,7
25003,1
25004,9
25005,8
25006,2
25007,4
25008,6
25009,6
25010,3
25011,6
25012,8
25013,2
25014,8
25015,6
25016,1
25017,8
25018,7
25019,3
25020,6
25021,6
25022,5
25023,7
25024,0
25025,2
25026,1
25027,3
25028,4
25029,9
25030,4
25031,3
25032,9
25033,2
25034,7
25035,1
25036,3
25037,2
25038,0
25039,3
25040,3
25041,9
25042,0
25043,4
25044,0
25045,6
25046,9
25047,5
25048,3
25049,7
25050,4
25051,5
25052,0
25053,1
25054,5
25055,0
25056,4
25057,2
25058,3
25059,4
25060,0
25061,1
25062,0
25063,5
25064,8
25065,4
25066,0
25067,3
25068,5
25069,8
25070,6
25071,9
25072,4
25073,4
25074,7
25075,4
25076,3
25077,5
25078,0
25079,9
25080,2
25081,3
25082,6
25083,9
25084,8
25085,2
25086,5
25087,8
25088,7
25089,0
25090,2
25091,2
25092,5
25093,6
25094,7
25095,2
25096,2
25097,5
25098,1
25099,8
25100,5
25101,7
25102,2
25103,2
25104,8
25105,3
25106,7
25107,7
25108,6
25109,6
25110,4
25111,4
25112,1
25113,5
25114,8
25115,9
25116,0
25117,8
25118,8
25119,2
25120,3
25121,6
25122,2
25123,9
25124,8
25125,0
25126,2
25127,0
25128,5
25129,4
25130,8
25131,7
25132,4
25133,6
25134,6
25135,2
25136,9
25137,2
25138,2
25139,6
25140,2
25141,4
25142,0
25143,7
25144,6
25145,2
25146,1
25147,2
25148,6
25149,4
25150,4
25151,5
25152,2
25153,6
25154,7
25155,9
25156,6
25157,2
25158,4
25159,9
25160,8
25161,2
25162,4
25163,9
25164,6
25165,7
25166,8
25167,1
25168,0
25169,9
25170,8
25171,6
25172,4
25173,3
25174,8
25175,4
25176,7
25177,5
25178,1
25179,9
25180,1
25181,4
25182,3
25183,0
25184,4
25185,8
25186,0
25187,9
25188,0
25189,0
25190,3
25191,2
25192,7
25193,1
25194,4
25195,2
25196,8
25197,4
25198,7
25199,8
25200,4
25201,3
25202,1
25203,0
25204,3
25205,2
25206,4
25207,2
25208,2
25209,7
25210,9
25211,4
25212,1
25213,4
25214,2
25215,3
25216,9
25217,8
25218,2
25219,9
25220,1
25221,6
25222,6
25223,9
25224,6
25225,1
25226,4
25227,0
25228,9
25229,9
25230,3
25231,9
25232,6
25233,8
25234,4
25235,0
25236,7
25237,0
25238,0
25239,2
25240,8
25241,3
25242,1
25243,1
25244,3
25245,7
25246,0
25247,6
25248,7
25249,7
25250,0
25251,0
25252,6
25253,0
25254,3
25255,9
25256,5
25257,4
25258,6
25259,1
25260,7
25261,6
25262,3
25263,9
25264,8
25265,7
25266,8
25267,0
25268,4
25269,3
25270,8
25271,0
25272,1
25273,0
25274,7
25275,3
25276,0
25277,6
25278,2
25279,8
25280,2
25281,8
25282,4
25283,9
25284,6
25285,3
25286,4
25287,3
25288,9
25289,7
25290,1
25291,3
25292,2
25293,6
25294,2
25295,5
25296,5
25297,2
25298,9
25299,6
25300,8
25301,6
25302,7
25303,0
25304,8
25305,9
25306,4
25307,0
25308,2
25309,1
25310,5
25311,1
25312,6
25313,8
25314,1
25315,0
25316,2
25317,5
25318,2
25319,9
25320,8
25321,5
25322,3
25323,6
25324,8
25325,7
25326,2
25327,1
25328,8
25329,3
25330,8
25331,0
25332,4
25333,8
25334,0
25335,9
25336,5
