ImageId,Label
6001,0
6002,5
6003,0
6004,7
6005,5
6006,8
6007,5
6008,6
6009,1
6010,7
6011,0
6012,6
6013,6
6014,5
6015,9
6016,3
6017,6
6018,4
6019,2
6020,1
6021,1
6022,7
6023,8
6024,5
6025,9
6026,3
6027,3
6028,7
6029,6
6030,1
6031,5
6032,2
6033,1
6034,2
6035,5
6036,7
6037,0
6038,5
6039,2
6040,6
6041,6
6042,9
6043,1
6044,0
6045,5
6046,5
6047,2
6048,4
6049,6
6050,3
6051,0
6052,9
6053,4
6054,9
6055,4
6056,7
6057,0
6058,0
6059,4
6060,0
6061,9
6062,2
6063,7
6064,1
6065,1
6066,2
6067,1
6068,1
6069,6
6070,3
6071,2
6072,5
6073,8
6074,1
6075,8
6076,2
6077,0
6078,3
6079,8
6080,4
6081,1
6082,6
6083,8
6084,5
6085,8
6086,4
6087,3
6088,5
6089,8
6090,6
6091,7
6092,1
6093,6
6094,1
6095,9
6096,8
6097,4
6098,3
6099,9
6100,3
6101,1
6102,7
6103,8
6104,8
6105,3
6106,1
6107,7
6108,8
6109,6
6110,5
6111,4
6112,6
6113,0
6114,9
6115,2
6116,0
6117,0
6118,0
6119,2
6120,6
6121,7
6122,5
6123,1
6124,0
6125,0
6126,0
6127,9
6128,3
6129,8
6130,0
6131,4
6132,5
6133,9
6134,4
6135,2
6136,3
6137,2
6138,7
6139,2
6140,0
6141,2
6142,6
6143,2
6144,2
6145,8
6146,8
6147,8
6148,5
6149,7
6150,2
6151,2
6152,6
6153,2
6154,0
6155,2
6156,2
6157,1
6158,4
6159,3
6160,4
6161,1
6162,9
6163,7
6164,0
6165,5
6166,6
6167,5
6168,1
6169,8
6170,2
6171,5
6172,3
6173,9
6174,0
6175,6
6176,6
6177,9
6178,2
6179,1
6180,0
6181,4
6182,8
6183,4
6184,5
6185,7
6186,9
6187,2
6188,2
6189,2
6190,1
6191,1
6192,4
6193,4
6194,7
6195,8
6196,6
6197,8
6198,6
6199,5
6200,5
6201,8
6202,1
6203,8
6204,2
6205,9
6206,1
6207,9
6208,7
6209,2
6210,4
6211,4
6212,4
6213,4
6214,9
6215,3
6216,5
6217,5
6218,9
6219,5
6220,5
6221,2
6222,7
6223,0
6224,0
6225,1
6226,3
6227,5
6228,3
6229,0
6230,0
6231,0
6232,3
6233,1
6234,4
6235,0
6236,2
6237,6
6238,9
6239,7
6240,6
6241,9
6242,6
6243,6
6244,2
6245,5
6246,2
6247,2
6248,4
6249,1
6250,9
6251,2
6252,7
6253,2
6254,5
6255,9
6256,4
6257,4
6258,2
6259,7
6260,6
6261,8
6262,9
6263,1
6264,8
6265,8
6266,0
6267,2
6268,4
6269,9
6270,8
6271,1
6272,7
6273,1
6274,9
6275,9
6276,2
6277,1
6278,5
6279,5
6280,2
6281,7
6282,6
6283,3
6284,0
6285,5
6286,0
6287,6
6288,6
6289,3
6290,0
6291,0
6292,3
6293,6
6294,8
6295,8
6296,0
6297,8
6298,6
6299,4
6300,5
6301,8
6302,1
6303,5
6304,0
6305,6
6306,6
6307,9
6308,5
6309,1
6310,6
6311,4
6312,3
6313,0
6314,7
6315,2
6316,5
6317,5
6318,8
6319,7
6320,5
6321,6
6322,9
6323,0
6324,1
6325,9
6326,2
6327,9
6328,1
6329,2
6330,4
6331,8
6332,7
6333,6
6334,2
6335,8
6336,0
6337,4
6338,1
6339,8
6340,2
6341,1
6342,3
6343,4
6344,1
6345,7
6346,7
6347,2
6348,9
6349,3
6350,8
6351,6
6352,3
6353,2
6354,2
6355,6
6356,3
6357,5
6358,7
6359,1
6360,1
6361,1
6362,7
6363,7
6364,8
6365,2
6366,9
6367,7
6368,3
6369,1
6370,5
6371,6
6372,4
6373,4
6374,4
6375,1
6376,9
6377,0
6378,8
6379,4
6380,7
6381,4
6382,6
6383,2
6384,3
6385,8
6386,6
6387,7
6388,4
6389,2
6390,5
6391,9
6392,0
6393,0
6394,0
6395,8
6396,6
6397,5
6398,2
6399,3
6400,0
6401,4
6402,2
6403,5
6404,4
6405,8
6406,6
6407,7
6408,6
6409,1
6410,4
6411,0
6412,1
6413,6
6414,1
6415,4
6416,4
6417,6
6418,1
6419,1
6420,4
6421,4
6422,5
6423,7
6424,5
6425,4
6426,2
6427,5
6428,1
6429,0
6430,6
6431,7
6432,1
6433,1
6434,4
6435,4
6436,0
6437,5
6438,6
6439,0
6440,8
6441,2
6442,7
6443,4
6444,9
6445,9
6446,0
6447,2
6448,2
6449,5
6450,3
6451,0
6452,3
6453,1
6454,0
6455,1
6456,1
6457,2
6458,8
6459,8
6460,6
6461,8
6462,6
6463,2
6464,0
6465,2
6466,9
6467,7
6468,3
6469,3
6470,8
6471,5
6472,0
6473,6
6474,6
6475,5
6476,8
6477,3
6478,2
6479,7
6480,3
6481,5
6482,7
6483,7
6484,5
6485,8
6486,1
6487,1
6488,6
6489,0
6490,5
6491,7
6492,5
6493,9
6494,5
6495,0
6496,4
6497,3
6498,7
6499,2
6500,3
6501,5
6502,4
6503,5
6504,1
6505,1
6506,9
6507,4
6508,8
6509,3
6510,7
6511,5
6512,0
6513,4
6514,4
6515,7
6516,8
6517,4
6518,8
6519,1
6520,1
6521,0
6522,5
6523,6
6524,7
6525,9
6526,5
6527,6
6528,8
6529,0
6530,6
6531,0
6532,2
6533,1
6534,7
6535,9
6536,0
6537,3
6538,2
6539,8
6540,7
6541,2
6542,1
6543,3
6544,9
6545,9
6546,0
6547,7
6548,6
6549,1
6550,3
6551,7
6552,2
6553,3
6554,6
6555,4
6556,1
6557,1
6558,7
6559,4
6560,4
6561,5
6562,3
6563,2
6564,8
6565,9
6566,6
6567,6
6568,5
6569,4
6570,0
6571,6
6572,7
6573,3
6574,5
6575,2
6576,8
6577,1
6578,9
6579,0
6580,5
6581,3
6582,3
6583,9
6584,2
6585,9
6586,1
6587,7
6588,4
6589,5
6590,0
6591,5
6592,1
6593,9
6594,1
6595,1
6596,9
6597,9
6598,4
6599,6
6600,6
6601,1
6602,4
6603,5
6604,4
6605,8
6606,7
6607,6
6608,1
6609,1
6610,2
6611,4
6612,6
6613,2
6614,9
6615,9
6616,5
6617,3
6618,6
6619,4
6620,8
6621,3
6622,8
6623,2
6624,2
6625,1
6626,5
6627,8
6628,7
6629,5
6630,2
6631,8
6632,0
6633,7
6634,2
6635,5
6636,5
6637,6
6638,4
6639,8
6640,7
6641,3
6642,8
6643,2
6644,1
6645,3
6646,9
6647,1
6648,0
6649,4
6650,0
6651,6
6652,5
6653,5
6654,0
6655,0
6656,6
6657,7
6658,7
6659,1
6660,4
6661,7
6662,5
6663,6
6664,6
6665,8
6666,1
6667,2
6668,9
6669,8
6670,0
6671,5
6672,9
6673,1
6674,3
6675,7
6676,4
6677,6
6678,9
6679,3
6680,0
6681,0
6682,7
6683,8
6684,0
6685,8
6686,8
6687,0
6688,8
6689,8
6690,1
6691,1
6692,4
6693,0
6694,9
6695,0
6696,9
6697,5
6698,3
6699,0
6700,1
6701,7
6702,1
6703,1
6704,4
6705,4
6706,0
6707,4
6708,1
6709,7
6710,1
6711,5
6712,5
6713,4
6714,8
6715,6
6716,8
6717,3
6718,3
6719,1
6720,1
6721,8
6722,0
6723,9
6724,8
6725,2
6726,7
6727,2
6728,9
6729,8
6730,8
6731,5
6732,4
6733,8
6734,2
6735,8
6736,3
6737,2
6738,6
6739,3
6740,9
6741,1
6742,1
6743,2
6744,5
6745,9
6746,1
6747,7
6748,2
6749,7
6750,9
6751,1
6752,2
6753,9
6754,7
6755,5
6756,5
6757,5
6758,7
6759,4
6760,3
6761,5
6762,2
6763,7
6764,8
6765,0
6766,5
6767,1
6768,4
6769,8
6770,2
6771,3
6772,1
6773,8
6774,2
6775,4
6776,7
6777,7
6778,7
6779,3
6780,3
6781,2
6782,9
6783,2
6784,7
6785,6
6786,1
6787,9
