ImageId,Label
12001,9
12002,8
12003,8
12004,5
12005,5
12006,1
12007,3
12008,7
12009,5
12010,2
12011,9
12012,5
12013,4
12014,6
12015,7
12016,3
12017,2
12018,0
12019,9
12020,5
12021,0
12022,2
12023,4
12024,0
12025,1
12026,1
12027,0
12028,8
12029,5
12030,3
12031,6
12032,9
12033,6
12034,1
12035,1
12036,7
12037,3
12038,0
12039,6
12040,7
12041,5
12042,0
12043,1
12044,1
12045,1
12046,5
12047,4
12048,5
12049,2
12050,4
12051,2
12052,8
12053,9
12054,1
12055,3
12056,5
12057,1
12058,7
12059,4
12060,5
12061,1
12062,1
12063,9
12064,4
12065,0
12066,7
12067,2
12068,5
12069,9
12070,2
12071,9
12072,2
12073,1
12074,5
12075,2
12076,0
12077,4
12078,3
12079,9
12080,8
12081,7
12082,0
12083,4
12084,9
12085,8
12086,2
12087,3
12088,7
12089,0
12090,1
12091,3
12092,4
12093,5
12094,7
12095,0
12096,3
12097,4
12098,0
12099,6
12100,4
12101,3
12102,7
12103,3
12104,7
12105,4
12106,9
12107,9
12108,7
12109,7
12110,1
12111,3
12112,6
12113,5
12114,8
12115,1
12116,0
12117,8
12118,9
12119,0
12120,1
12121,0
12122,8
12123,7
12124,5
12125,4
12126,4
12127,1
12128,3
12129,2
12130,7
12131,1
12132,2
12133,0
12134,3
12135,0
12136,6
12137,8
12138,7
12139,1
12140,3
12141,3
12142,1
12143,3
12144,8
12145,0
12146,5
12147,8
12148,1
12149,1
12150,8
12151,9
12152,1
12153,1
12154,7
12155,2
12156,2
12157,3
12158,4
12159,0
12160,1
12161,5
12162,6
12163,3
12164,3
12165,3
12166,9
12167,7
12168,1
12169,0
12170,5
12171,8
12172,7
12173,3
12174,9
12175,1
12176,9
12177,2
12178,3
12179,8
12180,9
12181,6
12182,5
12183,2
12184,2
12185,6
12186,2
12187,9
12188,2
12189,2
12190,0
12191,2
12192,9
12193,5
12194,1
12195,9
12196,8
12197,8
12198,5
12199,7
12200,1
12201,8
12202,4
12203,1
12204,4
12205,3
12206,1
12207,8
12208,8
12209,6
12210,4
12211,2
12212,0
12213,1
12214,8
12215,7
12216,2
12217,7
12218,8
12219,8
12220,1
12221,7
12222,1
12223,2
12224,4
12225,3
12226,1
12227,6
12228,5
12229,0
12230,2
12231,9
12232,1
12233,5
12234,9
12235,7
12236,5
12237,3
12238,9
12239,7
12240,2
12241,2
12242,2
12243,6
12244,1
12245,1
12246,3
12247,9
12248,0
12249,0
12250,7
12251,6
12252,5
12253,6
12254,4
12255,2
12256,8
12257,5
12258,3
12259,6
12260,6
12261,1
12262,1
12263,2
12264,6
12265,1
12266,6
12267,7
12268,2
12269,0
12270,1
12271,8
12272,9
12273,1
12274,7
12275,8
12276,7
12277,3
12278,7
12279,0
12280,0
12281,1
12282,5
12283,5
12284,8
12285,4
12286,4
12287,4
12288,4
12289,9
12290,9
12291,2
12292,0
12293,3
12294,1
12295,7
12296,1
12297,5
12298,2
12299,7
12300,2
12301,4
12302,3
12303,3
12304,5
12305,3
12306,8
12307,0
12308,8
12309,9
12310,7
12311,1
12312,9
12313,0
12314,8
12315,6
12316,6
12317,5
12318,9
12319,0
12320,2
12321,1
12322,4
12323,9
12324,8
12325,5
12326,7
12327,1
12328,8
12329,5
12330,1
12331,0
12332,4
12333,2
12334,4
12335,7
12336,3
12337,1
12338,9
12339,6
12340,0
12341,9
12342,9
12343,1
12344,2
12345,4
12346,1
12347,6
12348,9
12349,6
12350,1
12351,6
12352,4
12353,3
12354,9
12355,9
12356,0
12357,2
12358,7
12359,6
12360,6
12361,6
12362,0
12363,7
12364,4
12365,8
12366,4
12367,3
12368,4
12369,0
12370,0
12371,4
12372,7
12373,1
12374,5
12375,3
12376,0
12377,1
12378,6
12379,6
12380,7
12381,1
12382,2
12383,0
12384,9
12385,2
12386,4
12387,1
12388,5
12389,4
12390,7
12391,1
12392,4
12393,1
12394,7
12395,2
12396,1
12397,5
12398,2
12399,7
12400,1
12401,3
12402,2
12403,1
12404,1
12405,8
12406,4
12407,9
12408,5
12409,4
12410,0
12411,4
12412,6
12413,2
12414,0
12415,9
12416,6
12417,4
12418,4
12419,5
12420,3
12421,2
12422,5
12423,9
12424,1
12425,7
12426,5
12427,0
12428,0
12429,8
12430,3
12431,0
12432,0
12433,0
12434,3
12435,1
12436,3
12437,9
12438,5
12439,3
12440,3
12441,7
12442,2
12443,9
12444,0
12445,8
12446,2
12447,8
12448,0
12449,7
12450,1
12451,7
12452,6
12453,3
12454,0
12455,6
12456,4
12457,3
12458,7
12459,6
12460,7
12461,4
12462,2
12463,0
12464,9
12465,2
12466,2
12467,6
12468,2
12469,8
12470,6
12471,4
12472,5
12473,2
12474,3
12475,6
12476,9
12477,8
12478,5
12479,5
12480,2
12481,4
12482,2
12483,1
12484,5
12485,3
12486,8
12487,6
12488,9
12489,2
12490,6
12491,1
12492,4
12493,6
12494,5
12495,1
12496,1
12497,7
12498,3
12499,8
12500,3
12501,8
12502,8
12503,1
12504,9
12505,8
12506,1
12507,6
12508,8
12509,4
12510,2
12511,2
12512,8
12513,3
12514,3
12515,4
12516,5
12517,2
12518,7
12519,0
12520,3
12521,9
12522,5
12523,4
12524,7
12525,4
12526,8
12527,0
12528,2
12529,9
12530,3
12531,1
12532,8
12533,4
12534,8
12535,0
12536,3
12537,7
12538,0
12539,4
