ImageId,Label
5001,1
5002,8
5003,0
5004,1
5005,0
5006,4
5007,3
5008,7
5009,2
5010,9
5011,7
5012,9
5013,3
5014,6
5015,2
5016,3
5017,4
5018,1
5019,3
5020,0
5021,9
5022,9
5023,2
5024,6
5025,4
5026,0
5027,0
5028,7
5029,5
5030,1
5031,8
5032,3
5033,8
5034,1
5035,6
5036,5
5037,8
5038,9
5039,3
5040,2
5041,0
5042,7
5043,1
5044,6
5045,7
5046,1
5047,6
5048,8
5049,4
5050,3
5051,5
5052,9
5053,1
5054,3
5055,5
5056,3
5057,1
5058,9
5059,2
5060,5
5061,8
5062,6
5063,3
5064,6
5065,0
5066,9
5067,2
5068,5
5069,1
5070,3
5071,7
5072,4
5073,4
5074,4
5075,2
5076,0
5077,6
5078,3
5079,1
5080,0
5081,4
5082,3
5083,6
5084,1
5085,7
5086,6
5087,2
5088,7
5089,1
5090,7
5091,0
5092,6
5093,9
5094,6
5095,5
5096,1
5097,3
5098,6
5099,8
5100,1
5101,9
5102,8
5103,6
5104,6
5105,9
5106,3
5107,6
5108,8
5109,2
5110,4
5111,0
5112,6
5113,1
5114,8
5115,5
5116,1
5117,4
5118,0
5119,9
5120,9
5121,9
5122,4
5123,8
5124,4
5125,1
5126,6
5127,4
5128,9
5129,1
5130,8
5131,9
5132,2
5133,3
5134,4
5135,6
5136,1
5137,0
5138,1
5139,6
5140,7
5141,9
5142,0
5143,0
5144,8
5145,1
5146,4
5147,2
5148,5
5149,2
5150,8
5151,4
5152,6
5153,9
5154,7
5155,1
5156,8
5157,3
5158,5
5159,4
5160,9
5161,3
5162,3
5163,5
5164,3
5165,0
5166,0
5167,5
5168,9
5169,2
5170,5
5171,3
5172,7
5173,6
5174,5
5175,9
5176,6
5177,5
5178,0
5179,2
5180,1
5181,3
5182,8
5183,5
5184,7
5185,7
5186,0
5187,7
5188,7
5189,1
5190,5
5191,6
5192,7
5193,0
5194,4
5195,3
5196,0
5197,0
5198,0
5199,0
5200,7
5201,6
5202,8
5203,8
5204,6
5205,7
5206,1
5207,3
5208,1
5209,0
5210,2
5211,3
5212,5
5213,1
5214,8
5215,6
5216,1
5217,7
5218,6
5219,3
5220,6
5221,6
5222,8
5223,3
5224,8
5225,5
5226,1
5227,5
5228,2
5229,6
5230,5
5231,1
5232,5
5233,8
5234,3
5235,5
5236,5
5237,3
5238,2
5239,3
5240,8
5241,5
5242,8
5243,6
5244,7
5245,0
5246,3
5247,8
5248,8
5249,4
5250,2
5251,6
5252,4
5253,5
5254,8
5255,3
5256,0
5257,5
5258,1
5259,1
5260,3
5261,0
5262,9
5263,6
5264,7
5265,8
5266,2
5267,5
5268,3
5269,6
5270,2
5271,0
5272,6
5273,5
5274,1
5275,2
5276,9
5277,7
5278,0
5279,2
5280,5
5281,5
5282,6
5283,1
5284,4
5285,1
5286,3
5287,1
5288,5
5289,5
5290,0
5291,1
5292,9
5293,3
5294,9
5295,5
5296,0
5297,7
5298,9
5299,8
5300,3
5301,0
5302,1
5303,3
5304,5
5305,8
5306,1
5307,8
5308,5
5309,7
5310,0
5311,9
5312,6
5313,4
5314,8
5315,3
5316,0
5317,6
5318,0
5319,4
5320,5
5321,8
5322,2
5323,1
5324,5
5325,4
5326,0
5327,1
5328,4
5329,1
5330,7
5331,3
5332,9
5333,2
5334,9
5335,1
5336,2
5337,1
5338,7
5339,6
5340,6
5341,1
5342,5
5343,9
5344,8
5345,9
5346,0
5347,2
5348,3
5349,1
5350,7
5351,0
5352,1
5353,5
5354,2
5355,7
5356,3
5357,2
5358,5
5359,9
5360,2
5361,4
5362,0
5363,5
5364,1
5365,5
5366,9
5367,1
5368,0
5369,9
5370,4
5371,5
5372,4
5373,8
5374,7
5375,1
5376,3
5377,3
5378,2
5379,4
5380,1
5381,1
5382,8
5383,0
5384,3
5385,2
5386,8
5387,9
5388,0
5389,9
5390,7
5391,0
5392,9
5393,9
5394,2
5395,7
5396,6
5397,1
5398,7
5399,1
5400,6
5401,0
5402,2
5403,9
5404,9
5405,9
5406,7
5407,8
5408,2
5409,4
5410,0
5411,9
5412,3
5413,8
5414,9
5415,4
5416,2
5417,0
5418,3
5419,3
5420,0
5421,3
5422,9
5423,4
5424,8
5425,5
5426,5
5427,6
5428,9
5429,6
5430,8
5431,4
5432,7
5433,6
5434,7
5435,4
5436,9
5437,4
5438,2
5439,1
5440,0
5441,8
5442,1
5443,3
5444,6
5445,0
5446,1
5447,9
5448,9
5449,6
5450,5
5451,5
5452,0
5453,7
5454,1
5455,3
5456,6
5457,7
5458,3
5459,3
5460,4
5461,8
5462,4
5463,7
5464,9
5465,1
5466,2
5467,9
5468,5
5469,7
5470,4
5471,3
5472,9
5473,3
5474,9
5475,5
5476,0
5477,7
5478,9
5479,2
5480,2
5481,1
5482,8
5483,3
5484,2
5485,7
5486,8
5487,7
5488,1
5489,2
5490,8
5491,7
5492,4
5493,8
5494,0
5495,9
5496,4
5497,0
5498,0
5499,3
5500,3
5501,4
5502,2
5503,0
5504,7
5505,6
5506,3
5507,2
5508,7
5509,4
5510,1
5511,2
5512,7
5513,4
5514,9
5515,2
5516,3
5517,2
5518,5
5519,8
5520,0
5521,8
5522,7
5523,9
5524,7
5525,1
5526,3
5527,5
5528,4
5529,2
5530,4
5531,7
5532,9
5533,9
5534,6
5535,4
5536,5
5537,4
5538,9
5539,1
5540,9
5541,6
5542,5
5543,6
5544,2
5545,8
5546,6
5547,8
5548,8
5549,8
5550,9
5551,6
5552,8
5553,8
5554,6
5555,4
5556,0
5557,2
5558,0
5559,1
5560,3
5561,8
5562,4
5563,8
5564,7
5565,7
5566,7
5567,8
5568,0
5569,7
5570,9
5571,5
5572,4
5573,3
5574,7
5575,4
5576,6
5577,4
5578,7
5579,2
5580,9
5581,6
5582,4
5583,0
5584,4
5585,6
5586,8
5587,8
5588,4
5589,9
5590,4
5591,4
5592,3
5593,6
5594,9
5595,6
5596,4
5597,1
5598,8
5599,5
5600,7
5601,8
5602,5
5603,2
5604,8
5605,8
5606,7
5607,0
5608,5
5609,0
5610,7
5611,2
5612,5
5613,4
5614,7
5615,8
5616,1
5617,5
5618,5
5619,3
5620,5
5621,2
5622,5
5623,0
5624,5
5625,6
5626,4
5627,7
5628,4
5629,1
5630,1
5631,9
5632,1
5633,9
5634,9
5635,4
5636,8
5637,4
5638,3
5639,7
5640,6
5641,2
5642,0
5643,1
5644,8
5645,9
5646,6
5647,7
5648,4
5649,5
5650,7
5651,5
5652,3
5653,1
5654,6
5655,0
5656,3
5657,2
5658,4
5659,5
5660,1
5661,8
5662,1
5663,1
5664,8
5665,5
5666,8
5667,5
5668,8
5669,5
5670,2
5671,7
5672,0
5673,1
5674,5
5675,1
5676,9
5677,0
5678,9
5679,9
5680,2
5681,0
5682,7
5683,3
5684,1
5685,3
5686,4
5687,7
5688,8
5689,0
5690,1
5691,2
5692,9
5693,3
5694,1
5695,6
5696,2
5697,0
5698,5
5699,0
5700,1
5701,6
5702,1
5703,9
5704,7
5705,7
5706,8
5707,6
5708,8
5709,4
5710,0
5711,7
5712,1
5713,0
5714,1
5715,3
5716,4
5717,9
5718,0
5719,9
5720,4
5721,5
5722,1
5723,6
5724,9
5725,4
5726,6
5727,6
5728,6
5729,1
5730,1
5731,3
5732,5
5733,8
5734,2
5735,4
5736,8
5737,8
5738,9
5739,8
5740,1
5741,1
5742,1
5743,8
5744,5
5745,5
5746,6
5747,5
5748,2
5749,2
5750,8
5751,7
5752,9
5753,8
5754,1
5755,9
5756,9
5757,0
5758,6
5759,6
5760,2
5761,3
5762,8
5763,3
5764,0
5765,0
5766,5
5767,0
5768,9
5769,2
5770,1
5771,3
5772,3
5773,3
5774,8
5775,8
5776,9
5777,9
5778,9
5779,5
5780,6
5781,7
5782,1
5783,7
5784,2
5785,7
5786,1
5787,6
5788,3
5789,5
5790,0
5791,7
5792,7
5793,6
5794,5
5795,1
5796,8
5797,1
5798,3
5799,4
5800,5
5801,8
5802,2
5803,4
5804,2
5805,8
5806,0
5807,4
5808,5
5809,1
5810,9
5811,7
5812,4
5813,2
5814,8
5815,8
5816,5
5817,8
5818,6
5819,8
5820,7
5821,4
5822,9
5823,7
5824,4
5825,4
5826,2
5827,6
5828,9
5829,1
5830,9
5831,9
5832,0
5833,6
5834,8
5835,3
5836,3
5837,6
5838,4
5839,6
5840,6
5841,8
5842,1
5843,9
5844,4
5845,3
5846,7
5847,2
5848,8
5849,5
5850,1
5851,2
5852,6
5853,8
5854,0
5855,0
5856,1
5857,7
5858,8
5859,4
5860,9
5861,6
5862,0
5863,7
5864,3
5865,9
5866,9
5867,2
5868,7
5869,4
5870,2
5871,0
5872,5
5873,2
5874,6
5875,4
5876,1
5877,7
5878,3
5879,0
5880,4
5881,8
5882,1
5883,6
5884,1
5885,4
5886,7
5887,2
5888,1
5889,0
5890,3
5891,3
5892,9
5893,0
5894,9
5895,6
5896,6
5897,0
5898,2
5899,8
5900,3
5901,0
5902,5
5903,8
5904,8
5905,5
5906,3
5907,5
5908,0
5909,8
5910,0
5911,7
5912,3
5913,3
5914,2
5915,5
5916,1
5917,1
5918,6
5919,5
5920,4
5921,7
5922,2
5923,2
5924,9
5925,0
5926,8
5927,8
5928,0
5929,5
5930,0
5931,8
5932,0
5933,4
5934,1
5935,6
5936,7
5937,7
5938,8
5939,5
5940,0
5941,2
5942,6
5943,4
5944,6
5945,8
5946,9
5947,6
5948,6
5949,4
5950,9
5951,4
5952,3
5953,7
5954,6
5955,3
5956,1
5957,7
5958,6
5959,1
5960,4
5961,9
5962,0
5963,6
5964,6
5965,3
5966,2
5967,0
5968,8
5969,4
5970,3
5971,8
5972,8
5973,1
5974,3
5975,3
5976,0
5977,6
5978,6
5979,8
5980,6
5981,2
5982,3
5983,3
5984,4
5985,2
5986,0
5987,6
5988,0
5989,2
5990,1
5991,9
5992,6
5993,6
5994,1
5995,7
5996,7
5997,0
5998,2
5999,9
6000,4
